what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363545916748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363545917648
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363545919158
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363545922171
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1363545922205
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363545957319
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363545958974
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363545963848
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1363546028177
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363546046633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363546047674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1363546054927
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363546063266
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363546064196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363546065177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363546066545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363546070632
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1363546070665
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363546071125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1363546096181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363546099276
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363546102143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363546102899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363546104343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363546105607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363546107568
